LABEL,ID,TRACK_ID,QUALITY,POSITION_X,POSITION_Y,POSITION_Z,POSITION_T,FRAME,RADIUS,VISIBILITY,MANUAL_SPOT_COLOR,MEAN_INTENSITY_CH1,MEDIAN_INTENSITY_CH1,MIN_INTENSITY_CH1,MAX_INTENSITY_CH1,TOTAL_INTENSITY_CH1,STD_INTENSITY_CH1,CONTRAST_CH1,SNR_CH1
Label,Spot ID,Track ID,Quality,X,Y,Z,T,Frame,Radius,Visibility,Manual spot color,Mean intensity ch1,Median intensity ch1,Min intensity ch1,Max intensity ch1,Sum intensity ch1,Std intensity ch1,Contrast ch1,Signal/Noise ratio ch1
Label,Spot ID,Track ID,Quality,X,Y,Z,T,Frame,R,Visibility,Spot color,Mean ch1,Median ch1,Min ch1,Max ch1,Sum ch1,Std ch1,Ctrst ch1,SNR ch1
,,,(quality),(pixel),(pixel),(pixel),(frame),,(pixel),,,(counts),(counts),(counts),(counts),(counts),(counts),,
ID1650403,1650403,0,69.00514221191406,43.09521005476561,386.0082639804043,0.0,34.0,34,3.0,1,,110.27027027027027,0.0,0.0,255.0,4080.0,128.07303659515026,1.0,0.8609952040010105
ID1649573,1649573,0,81.23568725585938,37.26287198857628,372.9384437502816,0.0,29.0,29,3.0,1,,179.1891891891892,255.0,0.0,255.0,6630.0,118.16016386381808,0.9446522064323112,1.47333232704239
ID1646057,1646057,1,79.29945373535156,1114.10464331887,322.7245766273188,0.0,10.0,10,3.0,1,,151.6216216216216,255.0,0.0,255.0,5610.0,126.9243762927252,0.9669199821189091,1.1744916616948213
ID1645913,1645913,1,67.82157135009766,1099.197733889811,333.4355511630747,0.0,1.0,1,3.0,1,,124.05405405405405,0.0,0.0,255.0,4590.0,129.21148597593057,0.9597169297768101,0.9403502570714785
ID1646616,1646616,1,81.70991516113281,1105.933761640433,328.6479218851657,0.0,9.0,9,3.0,1,,179.1891891891892,255.0,0.0,255.0,6630.0,118.16016386381808,0.9719378081152824,1.4949132043585291
ID1647322,1647322,1,81.41670227050781,1113.0567042511484,331.3846985781229,0.0,6.0,6,3.0,1,,179.1891891891892,255.0,0.0,255.0,6630.0,118.16016386381808,0.9446522064323112,1.47333232704239
ID1647178,1647178,1,79.37242889404297,1111.6056749229745,335.2287396450126,0.0,5.0,5,3.0,1,,179.1891891891892,255.0,0.0,255.0,6630.0,118.16016386381808,0.9446522064323112,1.47333232704239
ID1646478,1646478,1,81.63694763183594,1105.0205667842324,333.92238192300056,0.0,2.0,2,3.0,1,,172.2972972972973,255.0,0.0,255.0,6375.0,121.0176444584437,1.0,1.4237369936287476
ID1647040,1647040,1,82.07611846923828,1110.036360819194,341.15632788454025,0.0,4.0,4,3.0,1,,172.2972972972973,255.0,0.0,255.0,6375.0,121.0176444584437,0.9708316909735907,1.402665686123042
ID1646898,1646898,1,81.78289031982422,1107.2525331145691,328.1598147899524,0.0,8.0,8,3.0,1,,186.0810810810811,255.0,0.0,255.0,6885.0,114.80741806714073,0.9466474405191061,1.5763883913428072
ID1645767,1645767,1,75.28388977050781,1113.5790701177234,326.3251084380463,0.0,7.0,7,3.0,1,,151.6216216216216,255.0,0.0,255.0,5610.0,126.9243762927252,0.9349164467897978,1.1544009582816415
ID1646199,1646199,1,81.78289031982422,1106.9339818029089,339.32067788417413,0.0,3.0,3,3.0,1,,186.0810810810811,255.0,0.0,255.0,6885.0,114.80741806714073,0.9466474405191061,1.5763883913428072
ID1646619,1646619,2,81.12345886230469,555.6439447965637,355.3410929989835,0.0,9.0,9,3.0,1,,192.97297297297297,255.0,0.0,255.0,7140.0,110.91450323121413,0.9237375472346272,1.670863300777228
ID1648027,1648027,2,79.0792007446289,563.5747536546445,349.4623223456399,0.0,12.0,12,3.0,1,,186.0810810810811,255.0,0.0,255.0,6885.0,114.80741806714073,0.9210245464247598,1.5541772830108633
ID1649435,1649435,2,81.05049896240234,526.8761261372583,366.0139415493016,0.0,30.0,30,3.0,1,,172.2972972972973,255.0,0.0,255.0,6375.0,121.0176444584437,0.9425019425019425,1.3815943786173366
ID1651103,1651103,2,79.6656494140625,520.0667037407688,358.7765258470343,0.0,41.0,41,3.0,1,,165.40540540540542,255.0,0.0,255.0,6120.0,123.41426611652757,0.9696347968814114,1.3195833069382559
ID1652511,1652511,2,80.97753143310547,512.0778510225484,361.9787307942341,0.0,49.0,49,3.0,1,,151.6216216216216,255.0,0.0,255.0,5610.0,126.9243762927252,0.9669199821189091,1.1744916616948213
ID1649297,1649297,2,81.70992279052734,529.130732587901,366.3588433076851,0.0,24.0,24,3.0,1,,179.1891891891892,255.0,0.0,255.0,6630.0,118.16016386381808,0.9719378081152824,1.4949132043585291
ID1646480,1646480,2,80.03184509277344,554.666229013463,337.76278350735765,0.0,2.0,2,3.0,1,,179.1891891891892,255.0,0.0,255.0,6630.0,118.16016386381808,0.9719378081152824,1.4949132043585291
ID1647890,1647890,2,79.0792007446289,555.4930153401868,369.82649751239745,0.0,18.0,18,3.0,1,,179.1891891891892,255.0,0.0,255.0,6630.0,118.16016386381808,0.918111398008115,1.4517514497262503
ID1652373,1652373,2,77.25518798828125,518.343163371312,364.19462222613066,0.0,40.0,40,3.0,1,,151.6216216216216,255.0,0.0,255.0,5610.0,126.9243762927252,0.9669199821189091,1.1744916616948213
ID1653653,1653653,2,76.96195983886719,512.316327091752,362.6397291607607,0.0,52.0,52,3.0,1,,151.6216216216216,255.0,0.0,255.0,5610.0,126.9243762927252,0.9349164467897978,1.1544009582816415
ID1652233,1652233,2,79.5926742553711,515.8685774522601,364.69802939795443,0.0,45.0,45,3.0,1,,151.6216216216216,255.0,0.0,255.0,5610.0,126.9243762927252,1.0,1.1945823651080014
ID1653515,1653515,2,79.0062255859375,516.3377817350729,366.2901437516292,0.0,54.0,54,3.0,1,,165.40540540540542,255.0,0.0,255.0,6120.0,123.41426611652757,0.9401778496362168,1.2989211899866202
ID1650959,1650959,2,77.1822280883789,514.2360809618216,364.0897480330253,0.0,37.0,37,3.0,1,,144.72972972972974,255.0,0.0,255.0,5355.0,128.0730365951503,1.0,1.1300562052513259
ID1646337,1646337,2,77.87256622314453,556.4841235329076,343.7627730311525,0.0,0.0,0,3.0,1,,172.2972972972973,255.0,0.0,255.0,6375.0,121.0176444584437,0.8882175226586104,1.3394517636059258
ID1647747,1647747,2,78.5610580444336,553.6012167403626,373.0636995800394,0.0,17.0,17,3.0,1,,165.40540540540542,255.0,0.0,255.0,6120.0,123.41426611652757,0.9401778496362168,1.2989211899866202
ID1650819,1650819,2,79.91685485839844,514.6711734168057,363.0348577406329,0.0,36.0,36,3.0,1,,172.2972972972973,255.0,0.0,255.0,6375.0,121.0176444584437,0.8882175226586104,1.3394517636059258
ID1649158,1649158,2,81.41669464111328,526.0184988820466,369.2430082644623,0.0,25.0,25,3.0,1,,179.1891891891892,255.0,0.0,255.0,6630.0,118.16016386381808,0.9446522064323112,1.47333232704239
ID1652793,1652793,2,80.79652404785156,514.7671680548176,362.8944277907507,0.0,50.0,50,3.0,1,,158.51351351351352,255.0,0.0,255.0,5865.0,125.37646013808482,0.9683354728284124,1.2439616921848111
